GeoFips,GeoName,LineCode,Description,2019
24000,Maryland,1602,        Hospitals,108479
24000,Maryland,1603,        Nursing and residential care facilities,77323
24000,Maryland,1604,        Social assistance,75673
24000,Maryland,1700,"      Arts, entertainment, and recreation",95347
24000,Maryland,1701,"        Performing arts, spectator sports, and related industries",51994
24000,Maryland,1702,"        Museums, historical sites, and similar institutions",2228
24000,Maryland,1703,"        Amusement, gambling, and recreation industries",41125
24000,Maryland,1800,      Accommodation and food services,261113
24000,Maryland,1801,        Accommodation,34712
24000,Maryland,1802,        Food services and drinking places,226401
24000,Maryland,1900,      Other services (except government and government enterprises),225387
24000,Maryland,1901,        Repair and maintenance,41387
24000,Maryland,1902,        Personal and laundry services,89320
24000,Maryland,1903,"        Religious, grantmaking, civic, professional, and similar organizations",67249
24000,Maryland,1904,        Private households,27431
24000,Maryland,2000,    Government and government enterprises,572865
24000,Maryland,2001,      Federal civilian,174698
24000,Maryland,2002,      Military,50680
24000,Maryland,2010,      State and local,347487
24000,Maryland,2011,        State government,100688
24000,Maryland,2012,        Local government,246799
25000,Massachusetts,,Employment by place of work,
25000,Massachusetts,10,Total employment (number of jobs),4936751
25000,Massachusetts,,By type,
25000,Massachusetts,20,  Wage and salary employment,3822709
25000,Massachusetts,40,  Proprietors employment,1114042
25000,Massachusetts,50,    Farm proprietors employment,6195
25000,Massachusetts,60,    Nonfarm proprietors employment 2/,1107847
25000,Massachusetts,,By industry,
25000,Massachusetts,70,  Farm employment,10432
25000,Massachusetts,80,  Nonfarm employment,4926319
25000,Massachusetts,90,    Private nonfarm employment,4458040
25000,Massachusetts,100,"      Forestry, fishing, and related activities",10463
25000,Massachusetts,101,        Forestry and logging,855
25000,Massachusetts,102,"        Fishing, hunting and trapping",5927
25000,Massachusetts,103,        Support activities for agriculture and forestry,3681
25000,Massachusetts,200,"      Mining, quarrying, and oil and gas extraction",2353
25000,Massachusetts,201,        Oil and gas extraction,(D)
25000,Massachusetts,202,        Mining (except oil and gas),1242
25000,Massachusetts,203,        Support activities for mining,(D)
25000,Massachusetts,300,      Utilities,12646
25000,Massachusetts,400,      Construction,265058
25000,Massachusetts,401,        Construction of buildings,54016
25000,Massachusetts,402,        Heavy and civil engineering construction,17099
25000,Massachusetts,403,        Specialty trade contractors,193943
25000,Massachusetts,500,      Manufacturing,258974
25000,Massachusetts,510,        Durable goods manufacturing,166424
25000,Massachusetts,511,          Wood product manufacturing,3296
25000,Massachusetts,512,          Nonmetallic mineral product manufacturing,6549
25000,Massachusetts,513,          Primary metal manufacturing,2781
25000,Massachusetts,514,          Fabricated metal product manufacturing,32572
25000,Massachusetts,515,          Machinery manufacturing,18261
25000,Massachusetts,516,          Computer and electronic product manufacturing,54394
25000,Massachusetts,517,"          Electrical equipment, appliance, and component manufacturing",8513
25000,Massachusetts,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",(D)
25000,Massachusetts,519,          Other transportation equipment manufacturing,(D)
25000,Massachusetts,521,          Furniture and related product manufacturing,4532
25000,Massachusetts,522,          Miscellaneous manufacturing,22777
25000,Massachusetts,530,        Nondurable goods manufacturing,92550
25000,Massachusetts,531,          Food manufacturing,27692
25000,Massachusetts,532,          Beverage and tobacco product manufacturing,6094
25000,Massachusetts,533,          Textile mills,2525
25000,Massachusetts,534,          Textile product mills,1861
25000,Massachusetts,535,          Apparel manufacturing,3311
25000,Massachusetts,536,          Leather and allied product manufacturing,2090
25000,Massachusetts,537,          Paper manufacturing,7405
25000,Massachusetts,538,          Printing and related support activities,11033
25000,Massachusetts,539,          Petroleum and coal products manufacturing,1119
25000,Massachusetts,541,          Chemical manufacturing,16043
25000,Massachusetts,542,          Plastics and rubber products manufacturing,13377
25000,Massachusetts,600,      Wholesale trade,137957
25000,Massachusetts,700,      Retail trade,423848
25000,Massachusetts,701,        Motor vehicle and parts dealers,43093
25000,Massachusetts,702,        Furniture and home furnishings stores,11430
25000,Massachusetts,703,        Electronics and appliance stores,7921
25000,Massachusetts,704,        Building material and garden equipment and supplies dealers,26842
25000,Massachusetts,705,        Food and beverage stores,103126
25000,Massachusetts,706,        Health and personal care stores,29995
25000,Massachusetts,707,        Gasoline stations,13116
25000,Massachusetts,708,        Clothing and clothing accessories stores,35778
25000,Massachusetts,709,"        Sporting goods, hobby, musical instrument, and book stores",16528
25000,Massachusetts,711,        General merchandise stores,50651
25000,Massachusetts,712,        Miscellaneous store retailers,35488
25000,Massachusetts,713,        Nonstore retailers,49880
25000,Massachusetts,800,      Transportation and warehousing,189545
25000,Massachusetts,801,        Air transportation,10072
25000,Massachusetts,802,        Rail transportation,3262
25000,Massachusetts,803,        Water transportation,913
25000,Massachusetts,804,        Truck transportation,22408
25000,Massachusetts,805,        Transit and ground passenger transportation,97356
25000,Massachusetts,806,        Pipeline transportation,143
25000,Massachusetts,807,        Scenic and sightseeing transportation,1962
25000,Massachusetts,808,        Support activities for transportation,10952
25000,Massachusetts,809,        Couriers and messengers,28394
25000,Massachusetts,811,        Warehousing and storage,14083
25000,Massachusetts,900,      Information,108251
25000,Massachusetts,901,        Publishing industries (except Internet),50155
25000,Massachusetts,902,        Motion picture and sound recording industries,8596
25000,Massachusetts,903,        Broadcasting (except Internet),6497
25000,Massachusetts,904,        Internet publishing and broadcasting 3/,(NA)
25000,Massachusetts,905,        Telecommunications,20007
25000,Massachusetts,906,"        Data processing, hosting, and related services",10123
25000,Massachusetts,907,        Other information services 3/,12873
25000,Massachusetts,1000,      Finance and insurance,291369
25000,Massachusetts,1001,        Monetary Authorities-central bank,(D)
25000,Massachusetts,1002,        Credit intermediation and related activities,61748
25000,Massachusetts,1003,"        Securities, commodity contracts, and other financial investments and related activities",125758
25000,Massachusetts,1004,        Insurance carriers and related activities,90133
25000,Massachusetts,1005,"        Funds, trusts, and other financial vehicles",(D)
25000,Massachusetts,1100,      Real estate and rental and leasing,221265
25000,Massachusetts,1101,        Real estate,206455
25000,Massachusetts,1102,        Rental and leasing services,14232
25000,Massachusetts,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),578
25000,Massachusetts,1200,"      Professional, scientific, and technical services",510281
25000,Massachusetts,1300,      Management of companies and enterprises,77496
25000,Massachusetts,1400,      Administrative and support and waste management and remediation services,254270
25000,Massachusetts,1401,        Administrative and support services,240508
25000,Massachusetts,1402,        Waste management and remediation services,13762
25000,Massachusetts,1500,      Educational services,253917
25000,Massachusetts,1600,      Health care and social assistance,712571
25000,Massachusetts,1601,        Ambulatory health care services,234807
25000,Massachusetts,1602,        Hospitals,198858
25000,Massachusetts,1603,        Nursing and residential care facilities,108299
25000,Massachusetts,1604,        Social assistance,170607
25000,Massachusetts,1700,"      Arts, entertainment, and recreation",135007
25000,Massachusetts,1701,"        Performing arts, spectator sports, and related industries",75616
25000,Massachusetts,1702,"        Museums, historical sites, and similar institutions",6808
25000,Massachusetts,1703,"        Amusement, gambling, and recreation industries",52583
25000,Massachusetts,1800,      Accommodation and food services,339047
25000,Massachusetts,1801,        Accommodation,46670
25000,Massachusetts,1802,        Food services and drinking places,292377
25000,Massachusetts,1900,      Other services (except government and government enterprises),253722
25000,Massachusetts,1901,        Repair and maintenance,45408
25000,Massachusetts,1902,        Personal and laundry services,107497
25000,Massachusetts,1903,"        Religious, grantmaking, civic, professional, and similar organizations",71883
25000,Massachusetts,1904,        Private households,28934
25000,Massachusetts,2000,    Government and government enterprises,468279
25000,Massachusetts,2001,      Federal civilian,46226
