"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,,
"January 1976 to date, not seasonally adjusted",,,,,,,,,,
,,,,,,,,,,
FIPS Code,State and area,Period,,Civilian non-institutional population,Civilian labor force,,,,,
31,Nebraska,1980,12,"1,153,000   ","766,219   ",66.5   ,"735,746   ",63.8   ,"30,473   ",4.0   
32,Nevada,1980,12,"619,000   ","443,537   ",71.7   ,"412,760   ",66.7   ,"30,777   ",6.9   
33,New Hampshire,1980,12,"690,000   ","468,066   ",67.8   ,"447,634   ",64.9   ,"20,432   ",4.4   
34,New Jersey,1980,12,"5,628,000   ","3,589,187   ",63.8   ,"3,340,093   ",59.3   ,"249,094   ",6.9   
35,New Mexico,1980,12,"932,000   ","575,708   ",61.8   ,"533,472   ",57.2   ,"42,236   ",7.3   
36,New York,1980,12,"13,347,000   ","7,932,750   ",59.4   ,"7,361,763   ",55.2   ,"570,987   ",7.2   
51000,New York city,1980,12,"5,541,000   ","3,046,835   ",55.0   ,"2,798,587   ",50.5   ,"248,248   ",8.1   
37,North Carolina,1980,12,"4,328,000   ","2,838,939   ",65.6   ,"2,676,139   ",61.8   ,"162,800   ",5.7   
38,North Dakota,1980,12,"470,000   ","299,965   ",63.8   ,"284,398   ",60.5   ,"15,567   ",5.2   
39,Ohio,1980,12,"8,014,000   ","5,067,308   ",63.2   ,"4,636,819   ",57.9   ,"430,489   ",8.5   
40,Oklahoma,1980,12,"2,242,000   ","1,396,522   ",62.3   ,"1,338,869   ",59.7   ,"57,653   ",4.1   
41,Oregon,1980,12,"1,987,000   ","1,305,755   ",65.7   ,"1,194,051   ",60.1   ,"111,704   ",8.6   
42,Pennsylvania,1980,12,"9,077,000   ","5,414,599   ",59.7   ,"5,013,634   ",55.2   ,"400,965   ",7.4   
44,Rhode Island,1980,12,"723,000   ","473,278   ",65.5   ,"440,799   ",61.0   ,"32,479   ",6.9   
45,South Carolina,1980,12,"2,242,000   ","1,398,635   ",62.4   ,"1,304,092   ",58.2   ,"94,543   ",6.8   
46,South Dakota,1980,12,"496,000   ","329,613   ",66.5   ,"312,577   ",63.0   ,"17,036   ",5.2   
47,Tennessee,1980,12,"3,420,000   ","2,076,078   ",60.7   ,"1,914,611   ",56.0   ,"161,467   ",7.8   
48,Texas,1980,12,"10,371,000   ","6,860,231   ",66.1   ,"6,542,801   ",63.1   ,"317,430   ",4.6   
49,Utah,1980,12,"975,000   ","634,978   ",65.1   ,"596,026   ",61.1   ,"38,952   ",6.1   
50,Vermont,1980,12,"379,000   ","250,883   ",66.2   ,"237,127   ",62.6   ,"13,756   ",5.5   
51,Virginia,1980,12,"3,921,000   ","2,548,362   ",65.0   ,"2,429,118   ",62.0   ,"119,244   ",4.7   
53,Washington,1980,12,"3,089,000   ","1,992,146   ",64.5   ,"1,817,118   ",58.8   ,"175,028   ",8.8   
54,West Virginia,1980,12,"1,450,000   ","784,787   ",54.1   ,"707,666   ",48.8   ,"77,121   ",9.8   
55,Wisconsin,1980,12,"3,494,000   ","2,350,864   ",67.3   ,"2,170,162   ",62.1   ,"180,702   ",7.7   
56,Wyoming,1980,12,"342,000   ","240,606   ",70.4   ,"230,203   ",67.3   ,"10,403   ",4.3   
01,Alabama,1981,01,"2,849,000   ","1,663,912   ",58.4   ,"1,497,021   ",52.5   ,"166,891   ",10.0   
02,Alaska,1981,01,"269,000   ","185,372   ",68.9   ,"165,048   ",61.4   ,"20,324   ",11.0   
04,Arizona,1981,01,"2,025,000   ","1,237,002   ",61.1   ,"1,154,443   ",57.0   ,"82,559   ",6.7   
05,Arkansas,1981,01,"1,680,000   ","984,102   ",58.6   ,"892,288   ",53.1   ,"91,814   ",9.3   
06,California,1981,01,"17,897,000   ","11,673,604   ",65.2   ,"10,751,593   ",60.1   ,"922,011   ",7.9   
037,Los Angeles County,1981,01,"5,680,000   ","3,754,866   ",66.1   ,"3,481,478   ",61.3   ,"273,388   ",7.3   
08,Colorado,1981,01,"2,160,000   ","1,485,368   ",68.8   ,"1,381,537   ",64.0   ,"103,831   ",7.0   
09,Connecticut,1981,01,"2,384,000   ","1,570,387   ",65.9   ,"1,464,911   ",61.4   ,"105,476   ",6.7   
10,Delaware,1981,01,"443,000   ","284,579   ",64.2   ,"260,252   ",58.7   ,"24,327   ",8.5   
11,District of Columbia,1981,01,"490,000   ","309,855   ",63.2   ,"282,695   ",57.7   ,"27,160   ",8.8   
12,Florida,1981,01,"7,774,000   ","4,326,478   ",55.7   ,"4,030,367   ",51.8   ,"296,111   ",6.8   
13,Georgia,1981,01,"3,970,000   ","2,541,737   ",64.0   ,"2,385,982   ",60.1   ,"155,755   ",6.1   
15,Hawaii,1981,01,"670,000   ","445,615   ",66.5   ,"422,074   ",63.0   ,"23,541   ",5.3   
16,Idaho,1981,01,"665,000   ","423,339   ",63.7   ,"385,379   ",58.0   ,"37,960   ",9.0   
17,Illinois,1981,01,"8,505,000   ","5,516,413   ",64.9   ,"4,989,924   ",58.7   ,"526,489   ",9.5   
18,Indiana,1981,01,"4,026,000   ","2,594,333   ",64.4   ,"2,328,259   ",57.8   ,"266,074   ",10.3   
19,Iowa,1981,01,"2,157,000   ","1,409,743   ",65.4   ,"1,308,171   ",60.6   ,"101,572   ",7.2   
20,Kansas,1981,01,"1,748,000   ","1,177,914   ",67.4   ,"1,120,324   ",64.1   ,"57,590   ",4.9   
21,Kentucky,1981,01,"2,664,000   ","1,658,179   ",62.2   ,"1,500,258   ",56.3   ,"157,921   ",9.5   
22,Louisiana,1981,01,"3,016,000   ","1,807,375   ",59.9   ,"1,650,736   ",54.7   ,"156,639   ",8.7   
23,Maine,1981,01,"831,000   ","498,062   ",59.9   ,"452,677   ",54.5   ,"45,385   ",9.1   
24,Maryland,1981,01,"3,173,000   ","2,145,303   ",67.6   ,"1,985,642   ",62.6   ,"159,661   ",7.4   
25,Massachusetts,1981,01,"4,399,000   ","2,881,077   ",65.5   ,"2,688,960   ",61.1   ,"192,117   ",6.7   
26,Michigan,1981,01,"6,779,000   ","4,250,290   ",62.7   ,"3,676,328   ",54.2   ,"573,962   ",13.5   
27,Minnesota,1981,01,"3,030,000   ","2,095,553   ",69.2   ,"1,950,008   ",64.4   ,"145,545   ",6.9   
28,Mississippi,1981,01,"1,784,000   ","1,045,886   ",58.6   ,"955,765   ",53.6   ,"90,121   ",8.6   
29,Missouri,1981,01,"3,676,000   ","2,305,138   ",62.7   ,"2,107,457   ",57.3   ,"197,681   ",8.6   
30,Montana,1981,01,"578,000   ","377,163   ",65.3   ,"348,535   ",60.3   ,"28,628   ",7.6   
31,Nebraska,1981,01,"1,154,000   ","761,439   ",66.0   ,"724,840   ",62.8   ,"36,599   ",4.8   
32,Nevada,1981,01,"621,000   ","444,955   ",71.7   ,"407,879   ",65.7   ,"37,076   ",8.3   
33,New Hampshire,1981,01,"691,000   ","470,442   ",68.1   ,"443,754   ",64.2   ,"26,688   ",5.7   
34,New Jersey,1981,01,"5,634,000   ","3,585,961   ",63.6   ,"3,280,530   ",58.2   ,"305,431   ",8.5   
35,New Mexico,1981,01,"934,000   ","568,110   ",60.8   ,"521,986   ",55.9   ,"46,124   ",8.1   
36,New York,1981,01,"13,354,000   ","7,968,311   ",59.7   ,"7,294,056   ",54.6   ,"674,255   ",8.5   
51000,New York city,1981,01,"5,545,000   ","3,075,781   ",55.5   ,"2,786,202   ",50.2   ,"289,579   ",9.4   
37,North Carolina,1981,01,"4,334,000   ","2,823,285   ",65.1   ,"2,625,091   ",60.6   ,"198,194   ",7.0   
38,North Dakota,1981,01,"470,000   ","299,056   ",63.6   ,"280,494   ",59.7   ,"18,562   ",6.2   
39,Ohio,1981,01,"8,017,000   ","5,055,168   ",63.1   ,"4,536,027   ",56.6   ,"519,141   ",10.3   
40,Oklahoma,1981,01,"2,246,000   ","1,391,024   ",61.9   ,"1,328,967   ",59.2   ,"62,057   ",4.5   
41,Oregon,1981,01,"1,989,000   ","1,307,259   ",65.7   ,"1,173,928   ",59.0   ,"133,331   ",10.2   
42,Pennsylvania,1981,01,"9,082,000   ","5,395,933   ",59.4   ,"4,924,187   ",54.2   ,"471,746   ",8.7   
44,Rhode Island,1981,01,"723,000   ","471,402   ",65.2   ,"432,216   ",59.8   ,"39,186   ",8.3   
45,South Carolina,1981,01,"2,246,000   ","1,404,349   ",62.5   ,"1,294,226   ",57.6   ,"110,123   ",7.8   
46,South Dakota,1981,01,"496,000   ","327,157   ",66.0   ,"306,360   ",61.8   ,"20,797   ",6.4   
47,Tennessee,1981,01,"3,423,000   ","2,069,442   ",60.5   ,"1,873,485   ",54.7   ,"195,957   ",9.5   
48,Texas,1981,01,"10,397,000   ","6,870,226   ",66.1   ,"6,476,088   ",62.3   ,"394,138   ",5.7   
49,Utah,1981,01,"977,000   ","631,379   ",64.6   ,"585,519   ",59.9   ,"45,860   ",7.3   
50,Vermont,1981,01,"380,000   ","250,468   ",65.9   ,"233,497   ",61.4   ,"16,971   ",6.8   
51,Virginia,1981,01,"3,927,000   ","2,553,460   ",65.0   ,"2,399,850   ",61.1   ,"153,610   ",6.0   
53,Washington,1981,01,"3,095,000   ","1,978,399   ",63.9   ,"1,785,500   ",57.7   ,"192,899   ",9.8   
54,West Virginia,1981,01,"1,451,000   ","779,731   ",53.7   ,"690,056   ",47.6   ,"89,675   ",11.5   
55,Wisconsin,1981,01,"3,497,000   ","2,341,289   ",67.0   ,"2,135,194   ",61.1   ,"206,095   ",8.8   
56,Wyoming,1981,01,"343,000   ","240,879   ",70.2   ,"227,836   ",66.4   ,"13,043   ",5.4   
01,Alabama,1981,02,"2,852,000   ","1,666,924   ",58.4   ,"1,494,575   ",52.4   ,"172,349   ",10.3   
02,Alaska,1981,02,"269,000   ","185,915   ",69.1   ,"165,386   ",61.5   ,"20,529   ",11.0   
04,Arizona,1981,02,"2,030,000   ","1,236,865   ",60.9   ,"1,164,088   ",57.3   ,"72,777   ",5.9   
05,Arkansas,1981,02,"1,681,000   ","1,000,074   ",59.5   ,"906,383   ",53.9   ,"93,691   ",9.4   
06,California,1981,02,"17,928,000   ","11,693,615   ",65.2   ,"10,788,503   ",60.2   ,"905,112   ",7.7   
037,Los Angeles County,1981,02,"5,686,000   ","3,754,562   ",66.0   ,"3,497,168   ",61.5   ,"257,394   ",6.9   
08,Colorado,1981,02,"2,165,000   ","1,494,463   ",69.0   ,"1,392,959   ",64.3   ,"101,504   ",6.8   
09,Connecticut,1981,02,"2,387,000   ","1,569,365   ",65.7   ,"1,464,004   ",61.3   ,"105,361   ",6.7   
10,Delaware,1981,02,"443,000   ","284,186   ",64.2   ,"259,468   ",58.6   ,"24,718   ",8.7   
11,District of Columbia,1981,02,"489,000   ","309,084   ",63.2   ,"282,094   ",57.7   ,"26,990   ",8.7   
12,Florida,1981,02,"7,799,000   ","4,346,334   ",55.7   ,"4,084,083   ",52.4   ,"262,251   ",6.0   
13,Georgia,1981,02,"3,978,000   ","2,570,378   ",64.6   ,"2,394,407   ",60.2   ,"175,971   ",6.8   
15,Hawaii,1981,02,"671,000   ","444,446   ",66.2   ,"422,461   ",63.0   ,"21,985   ",4.9   
16,Idaho,1981,02,"666,000   ","424,331   ",63.7   ,"387,839   ",58.2   ,"36,492   ",8.6   
17,Illinois,1981,02,"8,510,000   ","5,521,141   ",64.9   ,"5,006,200   ",58.8   ,"514,941   ",9.3   
18,Indiana,1981,02,"4,028,000   ","2,591,175   ",64.3   ,"2,324,989   ",57.7   ,"266,186   ",10.3   
19,Iowa,1981,02,"2,158,000   ","1,411,755   ",65.4   ,"1,312,300   ",60.8   ,"99,455   ",7.0   
20,Kansas,1981,02,"1,749,000   ","1,179,588   ",67.4   ,"1,123,255   ",64.2   ,"56,333   ",4.8   
21,Kentucky,1981,02,"2,666,000   ","1,653,738   ",62.0   ,"1,499,672   ",56.3   ,"154,066   ",9.3   
22,Louisiana,1981,02,"3,021,000   ","1,801,937   ",59.6   ,"1,663,675   ",55.1   ,"138,262   ",7.7   
23,Maine,1981,02,"832,000   ","496,061   ",59.6   ,"452,255   ",54.4   ,"43,806   ",8.8   
24,Maryland,1981,02,"3,177,000   ","2,138,869   ",67.3   ,"1,981,839   ",62.4   ,"157,030   ",7.3   
25,Massachusetts,1981,02,"4,403,000   ","2,874,392   ",65.3   ,"2,690,881   ",61.1   ,"183,511   ",6.4   
26,Michigan,1981,02,"6,781,000   ","4,257,926   ",62.8   ,"3,693,051   ",54.5   ,"564,875   ",13.3   
27,Minnesota,1981,02,"3,033,000   ","2,091,096   ",68.9   ,"1,954,683   ",64.4   ,"136,413   ",6.5   
28,Mississippi,1981,02,"1,786,000   ","1,046,603   ",58.6   ,"959,778   ",53.7   ,"86,825   ",8.3   
29,Missouri,1981,02,"3,679,000   ","2,304,787   ",62.6   ,"2,104,320   ",57.2   ,"200,467   ",8.7   
30,Montana,1981,02,"579,000   ","379,099   ",65.5   ,"349,941   ",60.4   ,"29,158   ",7.7   
31,Nebraska,1981,02,"1,155,000   ","765,790   ",66.3   ,"730,447   ",63.2   ,"35,343   ",4.6   
32,Nevada,1981,02,"623,000   ","448,684   ",72.0   ,"414,151   ",66.5   ,"34,533   ",7.7   
33,New Hampshire,1981,02,"692,000   ","470,025   ",67.9   ,"442,816   ",64.0   ,"27,209   ",5.8   
34,New Jersey,1981,02,"5,639,000   ","3,579,958   ",63.5   ,"3,286,810   ",58.3   ,"293,148   ",8.2   
35,New Mexico,1981,02,"936,000   ","569,592   ",60.9   ,"526,487   ",56.2   ,"43,105   ",7.6   
36,New York,1981,02,"13,361,000   ","7,983,462   ",59.8   ,"7,302,789   ",54.7   ,"680,673   ",8.5   
51000,New York city,1981,02,"5,548,000   ","3,096,783   ",55.8   ,"2,805,128   ",50.6   ,"291,655   ",9.4   
37,North Carolina,1981,02,"4,340,000   ","2,854,848   ",65.8   ,"2,649,122   ",61.0   ,"205,726   ",7.2   
38,North Dakota,1981,02,"471,000   ","300,909   ",63.9   ,"282,124   ",59.9   ,"18,785   ",6.2   
39,Ohio,1981,02,"8,021,000   ","5,040,421   ",62.8   ,"4,546,247   ",56.7   ,"494,174   ",9.8   
40,Oklahoma,1981,02,"2,250,000   ","1,391,185   ",61.8   ,"1,334,866   ",59.3   ,"56,319   ",4.0   
41,Oregon,1981,02,"1,991,000   ","1,315,638   ",66.1   ,"1,174,116   ",59.0   ,"141,522   ",10.8   
42,Pennsylvania,1981,02,"9,087,000   ","5,381,183   ",59.2   ,"4,914,224   ",54.1   ,"466,959   ",8.7   
44,Rhode Island,1981,02,"724,000   ","472,602   ",65.3   ,"433,120   ",59.8   ,"39,482   ",8.4   
45,South Carolina,1981,02,"2,250,000   ","1,411,289   ",62.7   ,"1,299,392   ",57.8   ,"111,897   ",7.9   
46,South Dakota,1981,02,"496,000   ","327,294   ",66.0   ,"307,552   ",62.0   ,"19,742   ",6.0   
47,Tennessee,1981,02,"3,427,000   ","2,073,683   ",60.5   ,"1,877,535   ",54.8   ,"196,148   ",9.5   
48,Texas,1981,02,"10,424,000   ","6,866,660   ",65.9   ,"6,499,647   ",62.4   ,"367,013   ",5.3   
49,Utah,1981,02,"979,000   ","630,473   ",64.4   ,"583,901   ",59.6   ,"46,572   ",7.4   
50,Vermont,1981,02,"380,000   ","251,402   ",66.2   ,"234,746   ",61.8   ,"16,656   ",6.6   
51,Virginia,1981,02,"3,933,000   ","2,565,067   ",65.2   ,"2,405,145   ",61.2   ,"159,922   ",6.2   
53,Washington,1981,02,"3,100,000   ","1,982,895   ",64.0   ,"1,783,965   ",57.5   ,"198,930   ",10.0   
54,West Virginia,1981,02,"1,452,000   ","781,767   ",53.8   ,"691,829   ",47.6   ,"89,938   ",11.5   
55,Wisconsin,1981,02,"3,500,000   ","2,352,592   ",67.2   ,"2,136,243   ",61.0   ,"216,349   ",9.2   
56,Wyoming,1981,02,"344,000   ","241,638   ",70.2   ,"229,439   ",66.7   ,"12,199   ",5.0   
01,Alabama,1981,03,"2,855,000   ","1,665,580   ",58.3   ,"1,507,673   ",52.8   ,"157,907   ",9.5   
02,Alaska,1981,03,"270,000   ","186,579   ",69.1   ,"167,330   ",62.0   ,"19,249   ",10.3   
04,Arizona,1981,03,"2,035,000   ","1,248,045   ",61.3   ,"1,176,013   ",57.8   ,"72,032   ",5.8   
05,Arkansas,1981,03,"1,682,000   ","1,011,626   ",60.1   ,"922,727   ",54.9   ,"88,899   ",8.8   
06,California,1981,03,"17,960,000   ","11,730,629   ",65.3   ,"10,855,389   ",60.4   ,"875,240   ",7.5   
037,Los Angeles County,1981,03,"5,692,000   ","3,754,674   ",66.0   ,"3,503,223   ",61.5   ,"251,451   ",6.7   
08,Colorado,1981,03,"2,170,000   ","1,504,428   ",69.3   ,"1,406,037   ",64.8   ,"98,391   ",6.5   
09,Connecticut,1981,03,"2,389,000   ","1,576,084   ",66.0   ,"1,480,649   ",62.0   ,"95,435   ",6.1   
10,Delaware,1981,03,"443,000   ","286,123   ",64.6   ,"262,980   ",59.4   ,"23,143   ",8.1   
11,District of Columbia,1981,03,"489,000   ","308,360   ",63.1   ,"281,478   ",57.6   ,"26,882   ",8.7   
12,Florida,1981,03,"7,824,000   ","4,422,433   ",56.5   ,"4,154,461   ",53.1   ,"267,972   ",6.1   
13,Georgia,1981,03,"3,985,000   ","2,579,294   ",64.7   ,"2,418,324   ",60.7   ,"160,970   ",6.2   
15,Hawaii,1981,03,"672,000   ","447,317   ",66.6   ,"425,271   ",63.3   ,"22,046   ",4.9   
16,Idaho,1981,03,"667,000   ","425,067   ",63.7   ,"388,742   ",58.3   ,"36,325   ",8.5   
17,Illinois,1981,03,"8,515,000   ","5,553,443   ",65.2   ,"5,062,284   ",59.5   ,"491,159   ",8.8   
18,Indiana,1981,03,"4,030,000   ","2,608,261   ",64.7   ,"2,346,310   ",58.2   ,"261,951   ",10.0   
19,Iowa,1981,03,"2,159,000   ","1,418,190   ",65.7   ,"1,322,934   ",61.3   ,"95,256   ",6.7   
20,Kansas,1981,03,"1,751,000   ","1,181,736   ",67.5   ,"1,128,210   ",64.4   ,"53,526   ",4.5   
21,Kentucky,1981,03,"2,668,000   ","1,662,658   ",62.3   ,"1,519,575   ",57.0   ,"143,083   ",8.6   
22,Louisiana,1981,03,"3,027,000   ","1,827,414   ",60.4   ,"1,684,455   ",55.6   ,"142,959   ",7.8   
23,Maine,1981,03,"833,000   ","500,385   ",60.1   ,"457,846   ",55.0   ,"42,539   ",8.5   
24,Maryland,1981,03,"3,181,000   ","2,152,326   ",67.7   ,"2,002,262   ",62.9   ,"150,064   ",7.0   
25,Massachusetts,1981,03,"4,407,000   ","2,897,651   ",65.8   ,"2,713,849   ",61.6   ,"183,802   ",6.3   
26,Michigan,1981,03,"6,782,000   ","4,287,488   ",63.2   ,"3,728,863   ",55.0   ,"558,625   ",13.0   
27,Minnesota,1981,03,"3,036,000   ","2,103,979   ",69.3   ,"1,968,175   ",64.8   ,"135,804   ",6.5   
28,Mississippi,1981,03,"1,788,000   ","1,049,889   ",58.7   ,"963,478   ",53.9   ,"86,411   ",8.2   
29,Missouri,1981,03,"3,681,000   ","2,317,522   ",63.0   ,"2,135,867   ",58.0   ,"181,655   ",7.8   
30,Montana,1981,03,"580,000   ","380,774   ",65.7   ,"352,685   ",60.8   ,"28,089   ",7.4   
31,Nebraska,1981,03,"1,156,000   ","769,238   ",66.5   ,"736,032   ",63.7   ,"33,206   ",4.3   
32,Nevada,1981,03,"626,000   ","450,258   ",71.9   ,"417,820   ",66.7   ,"32,438   ",7.2   
33,New Hampshire,1981,03,"693,000   ","472,272   ",68.1   ,"445,540   ",64.3   ,"26,732   ",5.7   
34,New Jersey,1981,03,"5,645,000   ","3,607,478   ",63.9   ,"3,316,874   ",58.8   ,"290,604   ",8.1   
35,New Mexico,1981,03,"938,000   ","569,953   ",60.8   ,"526,424   ",56.1   ,"43,529   ",7.6   
36,New York,1981,03,"13,368,000   ","8,016,736   ",60.0   ,"7,367,754   ",55.1   ,"648,982   ",8.1   
51000,New York city,1981,03,"5,552,000   ","3,111,827   ",56.0   ,"2,820,408   ",50.8   ,"291,419   ",9.4   
37,North Carolina,1981,03,"4,346,000   ","2,876,734   ",66.2   ,"2,684,477   ",61.8   ,"192,257   ",6.7   
38,North Dakota,1981,03,"471,000   ","302,723   ",64.3   ,"284,369   ",60.4   ,"18,354   ",6.1   
39,Ohio,1981,03,"8,025,000   ","5,058,138   ",63.0   ,"4,592,272   ",57.2   ,"465,866   ",9.2   
40,Oklahoma,1981,03,"2,254,000   ","1,408,548   ",62.5   ,"1,361,827   ",60.4   ,"46,721   ",3.3   
41,Oregon,1981,03,"1,993,000   ","1,323,359   ",66.4   ,"1,185,574   ",59.5   ,"137,785   ",10.4   
42,Pennsylvania,1981,03,"9,092,000   ","5,424,453   ",59.7   ,"4,967,179   ",54.6   ,"457,274   ",8.4   
44,Rhode Island,1981,03,"725,000   ","471,467   ",65.0   ,"433,029   ",59.7   ,"38,438   ",8.2   
45,South Carolina,1981,03,"2,254,000   ","1,421,149   ",63.1   ,"1,314,464   ",58.3   ,"106,685   ",7.5   
46,South Dakota,1981,03,"496,000   ","330,602   ",66.7   ,"311,148   ",62.7   ,"19,454   ",5.9   
47,Tennessee,1981,03,"3,430,000   ","2,090,935   ",61.0   ,"1,904,918   ",55.5   ,"186,017   ",8.9   
48,Texas,1981,03,"10,451,000   ","6,934,903   ",66.4   ,"6,585,628   ",63.0   ,"349,275   ",5.0   
49,Utah,1981,03,"982,000   ","630,415   ",64.2   ,"586,924   ",59.8   ,"43,491   ",6.9   
50,Vermont,1981,03,"380,000   ","252,933   ",66.6   ,"236,846   ",62.3   ,"16,087   ",6.4   
51,Virginia,1981,03,"3,939,000   ","2,591,353   ",65.8   ,"2,436,002   ",61.8   ,"155,351   ",6.0   
53,Washington,1981,03,"3,106,000   ","1,992,474   ",64.1   ,"1,800,996   ",58.0   ,"191,478   ",9.6   
54,West Virginia,1981,03,"1,453,000   ","778,831   ",53.6   ,"693,303   ",47.7   ,"85,528   ",11.0   
55,Wisconsin,1981,03,"3,503,000   ","2,368,343   ",67.6   ,"2,147,288   ",61.3   ,"221,055   ",9.3   
56,Wyoming,1981,03,"345,000   ","245,572   ",71.2   ,"232,740   ",67.5   ,"12,832   ",5.2   
01,Alabama,1981,04,"2,858,000   ","1,658,683   ",58.0   ,"1,507,456   ",52.7   ,"151,227   ",9.1   
02,Alaska,1981,04,"271,000   ","185,680   ",68.5   ,"168,803   ",62.3   ,"16,877   ",9.1   
04,Arizona,1981,04,"2,039,000   ","1,256,020   ",61.6   ,"1,189,854   ",58.4   ,"66,166   ",5.3   
05,Arkansas,1981,04,"1,684,000   ","1,023,187   ",60.8   ,"939,126   ",55.8   ,"84,061   ",8.2   
06,California,1981,04,"17,991,000   ","11,734,387   ",65.2   ,"10,928,408   ",60.7   ,"805,979   ",6.9   
037,Los Angeles County,1981,04,"5,698,000   ","3,747,742   ",65.8   ,"3,509,641   ",61.6   ,"238,101   ",6.4   
08,Colorado,1981,04,"2,175,000   ","1,512,462   ",69.5   ,"1,428,480   ",65.7   ,"83,982   ",5.6   
09,Connecticut,1981,04,"2,392,000   ","1,585,218   ",66.3   ,"1,491,541   ",62.4   ,"93,677   ",5.9   
10,Delaware,1981,04,"444,000   ","286,208   ",64.5   ,"264,893   ",59.7   ,"21,315   ",7.4   
11,District of Columbia,1981,04,"489,000   ","305,822   ",62.5   ,"281,083   ",57.5   ,"24,739   ",8.1   
12,Florida,1981,04,"7,849,000   ","4,472,660   ",57.0   ,"4,221,674   ",53.8   ,"250,986   ",5.6   
13,Georgia,1981,04,"3,993,000   ","2,578,770   ",64.6   ,"2,434,064   ",61.0   ,"144,706   ",5.6   
15,Hawaii,1981,04,"673,000   ","449,510   ",66.8   ,"426,870   ",63.4   ,"22,640   ",5.0   
16,Idaho,1981,04,"668,000   ","426,001   ",63.8   ,"393,227   ",58.9   ,"32,774   ",7.7   
17,Illinois,1981,04,"8,520,000   ","5,568,029   ",65.4   ,"5,119,542   ",60.1   ,"448,487   ",8.1   
18,Indiana,1981,04,"4,031,000   ","2,626,192   ",65.1   ,"2,381,416   ",59.1   ,"244,776   ",9.3   
19,Iowa,1981,04,"2,159,000   ","1,423,647   ",65.9   ,"1,336,999   ",61.9   ,"86,648   ",6.1   
20,Kansas,1981,04,"1,752,000   ","1,186,688   ",67.7   ,"1,137,669   ",64.9   ,"49,019   ",4.1   
21,Kentucky,1981,04,"2,670,000   ","1,663,192   ",62.3   ,"1,531,091   ",57.3   ,"132,101   ",7.9   
22,Louisiana,1981,04,"3,032,000   ","1,848,777   ",61.0   ,"1,708,577   ",56.4   ,"140,200   ",7.6   
23,Maine,1981,04,"834,000   ","501,485   ",60.1   ,"463,523   ",55.6   ,"37,962   ",7.6   
24,Maryland,1981,04,"3,186,000   ","2,148,028   ",67.4   ,"2,009,313   ",63.1   ,"138,715   ",6.5   
25,Massachusetts,1981,04,"4,410,000   ","2,900,607   ",65.8   ,"2,735,315   ",62.0   ,"165,292   ",5.7   
26,Michigan,1981,04,"6,783,000   ","4,268,158   ",62.9   ,"3,770,772   ",55.6   ,"497,386   ",11.7   
27,Minnesota,1981,04,"3,039,000   ","2,109,030   ",69.4   ,"1,990,774   ",65.5   ,"118,256   ",5.6   
28,Mississippi,1981,04,"1,790,000   ","1,050,842   ",58.7   ,"972,586   ",54.3   ,"78,256   ",7.4   
29,Missouri,1981,04,"3,683,000   ","2,334,032   ",63.4   ,"2,169,186   ",58.9   ,"164,846   ",7.1   
30,Montana,1981,04,"580,000   ","384,400   ",66.3   ,"358,942   ",61.9   ,"25,458   ",6.6   
31,Nebraska,1981,04,"1,156,000   ","774,293   ",67.0   ,"743,775   ",64.3   ,"30,518   ",3.9   
32,Nevada,1981,04,"628,000   ","452,501   ",72.1   ,"422,518   ",67.3   ,"29,983   ",6.6   
33,New Hampshire,1981,04,"694,000   ","468,160   ",67.5   ,"446,071   ",64.3   ,"22,089   ",4.7   
34,New Jersey,1981,04,"5,650,000   ","3,608,489   ",63.9   ,"3,346,317   ",59.2   ,"262,172   ",7.3   
35,New Mexico,1981,04,"939,000   ","571,073   ",60.8   ,"532,507   ",56.7   ,"38,566   ",6.8   
36,New York,1981,04,"13,375,000   ","8,010,752   ",59.9   ,"7,427,078   ",55.5   ,"583,674   ",7.3   
51000,New York city,1981,04,"5,555,000   ","3,096,331   ",55.7   ,"2,828,405   ",50.9   ,"267,926   ",8.7   
37,North Carolina,1981,04,"4,353,000   ","2,894,575   ",66.5   ,"2,730,429   ",62.7   ,"164,146   ",5.7   
38,North Dakota,1981,04,"472,000   ","305,616   ",64.7   ,"290,625   ",61.6   ,"14,991   ",4.9   
39,Ohio,1981,04,"8,028,000   ","5,059,737   ",63.0   ,"4,640,145   ",57.8   ,"419,592   ",8.3   
40,Oklahoma,1981,04,"2,258,000   ","1,423,643   ",63.0   ,"1,383,541   ",61.3   ,"40,102   ",2.8   
